ID,Name,Url,Park,Start date,End date,Teams,City,State,Result
565,Pensacola Opener- Totally Free Event & Baseballs,https://youth.2dsports.org/events/pensacola-opener-pensacola-fl-02-25-2023,FLORIDA TOURNAMENTS,02/25,2/26/2023,1,Pensacola,FL,"7u AA - $0.00, 7u Open - $0.00, 8u AA - $0.00, 8u Open - $0.00, 9u AA - $0.00, 9u Open - $0.00, 10u AA - $0.00, 10u Open - $0.00, 11u AA - $0.00, 11u Open - $0.00, 12u AA - $0.00, 12u Open - $0.00, 13u AA - $0.00, 13u Open - $0.00, 14u AA - $0.00, 14u Open - $0.00"
602,SWLA Season Opener,https://youth.2dsports.org/events/swla-season-opener-crowley-la-02-25-2023,SWLA TOURNAMENTS,02/25,2/26/2023,10,Crowley,LA,"7u Open - $0.00, 8u Open - $0.00, 9u AA - $150.00, 9u Open - $150.00, 10u AA - $150.00, 10u Open - $150.00, 11u AA - $150.00, 11u Open - $150.00, 12u AA - $150.00, 12u Open - $150.00, 13u AA - $150.00, 13u Open - $150.00, 14u AA - $150.00, 14u Open - $150.00"
628,Memphis Slugfest,https://youth.2dsports.org/events/memphis-slugfest-memphis-tn-03-03-2023,TENNESSEE TOURNAMENTS,03/03,03/05/2023,2,Memphis,TN,"7u AA - $0.00, 7u Open - $0.00, 8u AA - $0.00, 8u Open - $0.00, 9u AA - $125.00, 9u Open - $125.00, 10u AA - $125.00, 10u Open - $125.00, 11u AA - $125.00, 11u Open - $125.00, 12u AA - $125.00, 12u Open - $125.00, 13u AA - $125.00, 13u Open - $125.00, 14u AA - $125.00, 14u Open - $125.00"
709,Searcy Friday & Saturday Double,https://youth.2dsports.org/events/searcy-1-searcy-ar-03-04-2023,ARKANSAS TOURNAMENTS,03/03,03/04/2023,0,Searcy,AR,"6u Open - $100.00, 7u Open - $100.00, 8u AA - $100.00, 8u Open - $100.00, 9u AA - $100.00, 9u Open - $100.00, 10u AA - $100.00, 10u Open - $100.00, 11u AA - $100.00, 11u Open - $100.00, 12u AA - $100.00, 12u Open - $100.00, 13u AA - $100.00, 13u Open - $100.00, 14u AA - $100.00, 14u Open - $100.00"
608,2023 Select Series,https://youth.2dsports.org/events/2023-select-series-ms-la-03-04-2023,,03/04,06/04/2023,61,MS,LA,"10u Select Series - $1,350.00, 11u Mississippi - $1,350.00, 11u NORTH LA - $1,350.00, 11u SWLA - $1,350.00, 11u SELA - $1,350.00, 12u Mississippi - $1,350.00, 12u NORTH LA - $1,350.00, 12u SWLA - $1,350.00, 12u SELA - $1,350.00, 13u Mississippi - $1,350.00, 13u NORTH LA - $1,350.00, 13u SWLA - $1,350.00, 13u SELA - $1,350.00, 14u Mississippi - $1,350.00, 14u NORTH LA - $1,350.00, 14u SWLA - $1,350.00, 14u SELA - $1,350.00"
629,March Madness in Paragould,https://youth.2dsports.org/events/march-madness-in-paragould-paragould-ar-03-04-2023,ARKANSAS TOURNAMENTS,03/04,03/05/2023,0,Paragould,AR,"6u Open - $100.00, 7u AA - $100.00, 7u Open - $100.00, 8u AA - $100.00, 8u Open - $100.00, 9u AA - $100.00, 9u Open - $100.00, 10u AA - $100.00, 10u Open - $100.00, 11u AA - $100.00, 11u Open - $100.00, 12u AA - $100.00, 12u Open - $100.00, 13u AA - $100.00, 13u Open - $100.00, 14u AA - $100.00, 14u Open - $100.00"
678,Mississippi Opener,https://youth.2dsports.org/events/mississippi-opener-vicksburg-ms-03-04-2023,MISSISSIPPI TOURNAMENTS,03/04,03/05/2023,8,Vicksburg,MS,"7u Open - $0.00, 8u Open - $0.00, 9u AA - $150.00, 9u Open - $150.00, 10u Select Series - $0.00, 10u AA - $150.00, 10u Open - $150.00, 11u Select Series - $0.00, 11u AA - $150.00, 11u Open - $150.00, 12u Select Series - $0.00, 12u AA - $150.00, 12u Open - $150.00, 13u Select Series - $0.00, 13u AA - $150.00, 13u Open - $150.00, 14u Select Series - $0.00, 14u Open - $150.00"
566,North LA Opener,https://youth.2dsports.org/events/north-la-opener-ruston-bossier-la-03-04-2023,NORTH LA TOURNAMENTS,03/04,03/05/2023,0,"Ruston, Bossier",LA,"7u Open - $0.00, 8u AA - $0.00, 8u Open - $0.00, 9u AA - $150.00, 9u Open - $150.00, 10u Select Series - $0.00, 10u AA - $150.00, 10u Open - $150.00, 11u Select Series - $0.00, 11u AA - $150.00, 11u Open - $150.00, 12u Select Series - $0.00, 12u AA - $150.00, 12u Open - $150.00, 13u Select Series - $0.00, 13u AA - $150.00, 13u Open - $150.00, 14u Select Series - $0.00, 14u Open - $150.00"
564,Ralph Sellers South LA Super Regional *Mega Event* 18 Turf Fields,https://youth.2dsports.org/events/south-la-super-regional-zachary-la-03-04-2023,DEEP SOUTH TOURNAMENTS,03/04,03/05/2023,33,"Zachary, Baton Rouge",LA,"7u Open - $0.00, 8u Open - $0.00, 9u AA - $200.00, 9u Open - $200.00, 10u AA - $200.00, 10u Open - $200.00, 11u Select Series - $0.00, 11u AA - $200.00, 11u Open - $200.00, 12u Select Series - $0.00, 12u AA - $200.00, 12u Open - $200.00, 13u Select Series - $0.00, 13u AA - $200.00, 13u Open - $200.00, 14u Select Series - $0.00, 14u AA - $200.00, 14u Open - $200.00"
604,SWLA Super Regional,https://youth.2dsports.org/events/swla-super-regional-crowley-la-03-04-2023,SWLA TOURNAMENTS,03/04,03/05/2023,5,Crowley,LA,"7u Open - $0.00, 8u Open - $0.00, 9u AA - $200.00, 9u Open - $200.00, 10u AA - $200.00, 10u Open - $200.00, 11u Select Series - $0.00, 11u AA - $200.00, 11u Open - $200.00, 12u Select Series - $0.00, 12u AA - $200.00, 12u Open - $200.00, 13u Select Series - $0.00, 13u AA - $200.00, 13u Open - $200.00, 14u Select Series - $0.00, 14u AA - $200.00, 14u Open - $200.00"
612,Showtime in Sulphur,https://youth.2dsports.org/events/sulphur-slugfest-sulphur-la-03-11-2023,SWLA TOURNAMENTS,03/11,3/12/2023,5,Sulphur,LA,"7u Open - $0.00, 8u Open - $0.00, 9u AA - $150.00, 9u Open - $150.00, 10u AA - $150.00, 10u Open - $150.00, 11u AA - $150.00, 11u Open - $150.00, 12u AA - $150.00, 12u Open - $150.00, 13u AA - $150.00, 13u Open - $150.00, 14u AA - $150.00, 14u Open - $150.00"
570,AA Turf Showdown,https://youth.2dsports.org/events/aa-turf-showdown-ruston-la-03-11-2023,NORTH LA TOURNAMENTS,03/11,3/12/2023,1,Ruston,LA,"7u AA - $0.00, 8u AA - $0.00, 9u AA - $150.00, 10u AA - $150.00, 11u AA - $150.00, 12u AA - $150.00, 13u AA - $150.00, 14u AA - $150.00"
603,Battle in Broussard,https://youth.2dsports.org/events/battle-in-broussard-broussard-la-03-11-2023,SWLA TOURNAMENTS,03/11,3/12/2023,3,Broussard,LA,"7u Open - $0.00, 8u Open - $0.00, 9u AA - $150.00, 9u Open - $150.00, 10u AA - $150.00, 10u Open - $150.00, 11u AA - $150.00, 11u Open - $150.00, 12u AA - $150.00, 12u Open - $150.00, 13u AA - $150.00, 13u Open - $150.00, 14u AA - $150.00, 14u Open - $150.00"
567,Cajun Catch Challenge III *Mega Event 20 Turf Fields*,https://youth.2dsports.org/events/cajun-catch-challenge-iii-mega-event-20-turf-fields-zachary-central-watson-la-03-11-2023,DEEP SOUTH TOURNAMENTS,03/11,3/12/2023,20,"Zachary, Central, Watson",LA,"7u AA - $0.00, 7u Open - $0.00, 8u AA - $0.00, 8u Open - $0.00, 9u AA - $150.00, 9u Open - $150.00, 10u AA - $150.00, 10u Open - $150.00, 11u AA - $150.00, 11u Open - $150.00, 12u AA - $150.00, 12u Open - $150.00, 13u AA - $150.00, 13u Open - $150.00, 14u AA - $150.00, 14u Open - $150.00"
693,ETX Bash on 80,https://youth.2dsports.org/events/etx-bash-on-80-gladewater-tx-03-11-2023,EAST TEXAS TOURNAMENTS,03/11,3/12/2023,0,Gladewater,TX,"7u AA - $150.00, 7u Open - $150.00, 8u AA - $150.00, 8u Open - $150.00, 9u AA - $150.00, 9u Open - $150.00, 10u AA - $150.00, 10u Open - $150.00, 11u AA - $150.00, 11u Open - $150.00, 12u AA - $150.00, 12u Open - $150.00, 13u AA - $150.00, 13u Open - $150.00, 14u AA - $150.00, 14u Open - $150.00"
714,Alabama State Championship,https://youth.2dsports.org/events/daphne-super-regional-daphne-al-04-15-2023,ALABAMA TOURNAMENTS,04/14,4/16/2023,0,Daphne,AL,"7u Open - $0.00, 8u Open - $0.00, 9u AA - $0.00, 9u Open - $0.00, 10u AA - $0.00, 10u Open - $0.00, 11u AA - $0.00, 11u Open - $0.00, 12u AA - $0.00, 12u Open - $0.00, 13u AA - $0.00, 13u Open - $0.00, 14u AA - $0.00, 14u Open - $0.00"
623,BIG SOUTH Super Regional,https://youth.2dsports.org/events/rice-city-super-regional-crowley-broussard-la-04-15-2023,SWLA TOURNAMENTS,04/15,4/16/2023,7,"Crowley, Broussard",LA,"7u Open - $0.00, 8u Open - $0.00, 9u AA - $200.00, 9u Open - $200.00, 10u AA - $200.00, 10u Open - $200.00, 11u AA - $200.00, 11u Open - $200.00, 12u AA - $200.00, 12u Open - $200.00, 13u AA - $200.00, 13u Open - $200.00, 14u AA - $200.00, 14u Open - $200.00"
578,Black Water Blowout,https://youth.2dsports.org/events/black-water-blowout-poplar-bluff-mo-04-15-2023,,04/15,4/16/2023,1,Poplar Bluff,MO,"7u AA - $0.00, 7u Open - $0.00, 8u AA - $0.00, 8u Open - $0.00, 9u AA - $100.00, 9u Open - $100.00, 10u AA - $100.00, 10u Open - $100.00, 11u AA - $100.00, 11u Open - $100.00, 12u AA - $100.00, 12u Open - $100.00, 13u AA - $100.00, 13u Open - $100.00, 14u AA - $100.00, 14u Open - $100.00"
695,ETX Battle of the Bats #1,https://youth.2dsports.org/events/etx-battle-of-the-bats-1-gladewater-tx-04-15-2023,EAST TEXAS TOURNAMENTS,04/15,4/16/2023,0,Gladewater,TX,"8u AA - $150.00, 8u Open - $150.00, 10u AA - $450.00, 10u Open - $450.00, 12u AA - $450.00, 12u Open - $450.00, 14u AA - $450.00, 14u Open - $450.00"
632,Memphis Youth Challenge,https://youth.2dsports.org/events/memphis-youth-challenge-memphis-tn-04-15-2023,TENNESSEE TOURNAMENTS,04/15,4/16/2023,0,Memphis,TN,"7u AA - $0.00, 7u Open - $0.00, 8u AA - $0.00, 8u Open - $0.00, 9u AA - $125.00, 9u Open - $125.00, 10u AA - $125.00, 10u Open - $125.00, 11u AA - $125.00, 11u Open - $125.00, 12u AA - $125.00, 12u Open - $125.00, 13u AA - $125.00, 13u Open - $125.00, 14u AA - $125.00, 14u Open - $125.00"
624,North Arkansas Turf Wars,https://youth.2dsports.org/events/north-arkansas-turf-wars-mountain-home-ar-04-15-2023,ARKANSAS TOURNAMENTS,04/15,4/16/2023,1,Mountain Home,AR,"7u AA - $100.00, 7u Open - $100.00, 8u AA - $100.00, 8u Open - $100.00, 9u AA - $100.00, 9u Open - $100.00, 10u AA - $100.00, 10u Open - $100.00, 11u AA - $100.00, 11u Open - $100.00, 12u AA - $100.00, 12u Open - $100.00, 13u AA - $100.00, 13u Open - $100.00, 14u AA - $100.00, 14u Open - $100.00"
